,author,cid,text,time,search_query,video_id,word_count,char_lengh,n_avg_word,n_numerics,upper_case,time_tag,urls_tag,hash_tag,emoji_tag,polarity,subjectivity,sentiment
1,K. Lewis,UgztlMfR1mG2RCHxFbh4AaABAg,Subbing back immediately to every who likes and comments on my newest videos. IM FAST,58 minutes ago,getting_more_views_on_youtube,GSFRXFI0pKc,15,85,4.733333333333333,0,2,,,,,0.1,0.3,positive
2,MFN DIY PROJECTS,UgyEJX97bedQN09ruwl4AaABAg,"I suggest all friends in comment list, if we all support each other and subscribe each other's channels so we can get subscription equal to count of comments. If any one agree please reply. Grow up with support",2 hours ago (edited),getting_more_views_on_youtube,GSFRXFI0pKc,38,210,4.552631578947368,0,1,,,,,-0.08333333333333333,0.3333333333333333,negative
12,info group,Ugx4zVE8J2ZPOEoY9Zt4AaABAg,Bhai mere channel ko promot kar do Bhai please Mujhe 4k watch time nahi ho rha ha please help me 🙏🙏🙏🙏🙏🙏🙏🙏😥😥,11 hours ago (edited),getting_more_views_on_youtube,GSFRXFI0pKc,21,107,4.142857142857143,0,0,,,,🙏🙏🙏🙏🙏🙏🙏🙏😥😥,-0.5,0.5,negative
14,Genesis Cyan,Ugz155MJp4nKdtxsLxN4AaABAg,LET’S SUPPORT EACH OTHER!!🤩♥️ 1. Like 2. Sub 3. Comment done 4. I’ll sub back!,12 hours ago,getting_more_views_on_youtube,GSFRXFI0pKc,15,78,4.266666666666667,0,4,,,,🤩♥,0.0,0.0,neutral
21,ninja 3241_YT,UgzuV9e9rRZ86eLvfax4AaABAg,Every one sub me i will sub back just comment me,14 hours ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,48,3.4545454545454546,0,0,,,,,0.0,0.0,neutral
23,Shahrivar,UgwJxrMIbhJ3rUix0Dp4AaABAg,1) Sub 2) Like 3) Comment 4) I'll do the same!,18 hours ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,46,3.272727272727273,0,0,,,,,0.0,0.125,neutral
24,PETER GAMING,UgwthOh43IcpRjMwSPh4AaABAg,TO KYA KARO UNLISTE KAENE SE VIDEO NHI DIKH RHI MERE CHANNEL PAR,19 hours ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,64,4.0,0,13,,,,,-0.5,0.5,negative
25,PETER GAMING,UgzbSNlwUEH0KJO1Hft4AaABAg,BHAI EK BAT BTA UNLISTED KARNE SE MERI VIDEO VOHI DKH PA RHE HAI JIN KE PAS LINK,19 hours ago,getting_more_views_on_youtube,GSFRXFI0pKc,18,80,3.5,0,18,,,,,0.0,0.0,neutral
28,B3 Vlogs,UgyOGVOrTNVl4sA31Hx4AaABAg,Hello sir... I m newer on youtube... Sir Maine apki ye video Dekh kr apni video ko unlisted Kiya tha but wo video to muje dikh hi nai rahi... Me apni video pehle upload kr chuka tha but apki video ko Dekh k edit option ko use krke Maine unlisted kiya... But ab vo video muje apni video list me show nai ho rahi... What can I do sir... Help me out...,19 hours ago (edited),getting_more_views_on_youtube,GSFRXFI0pKc,72,349,3.861111111111111,0,2,,,,,0.0,0.0,neutral
44,potato man,Ugxk9FIQG5vzC5qRkLR4AaABAg,Cant show me how to make a mil til you made a mil,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,49,2.8461538461538463,0,0,,,,,0.0,0.0,neutral
46,good habit,UgwSVGUQLOTZEGr1me54AaABAg,🙏🙏🙏 🙏🙏🙏 🙏🙏🙏 Plz support me Subscribe+ subscribe Trust me 1000% My subbing is permanent,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,15,86,4.8,0,0,,,,🙏🙏🙏🙏🙏🙏🙏🙏🙏,0.0,0.0,neutral
51,Iman Haider,UgzBN-8maIfOC9am9BF4AaABAg,Too much extra talk ...keep it precised by avoiding repeated words !,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,68,4.75,0,0,,,,,0.0,0.1,neutral
54,Aliceus,UgyXlYrePsSh7WIvYnp4AaABAg,Love this video. Agr mera channel chal gya to ap ultra legend ho.,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,65,4.076923076923077,0,0,,,,,0.5,0.6,positive
62,Satyaki Roy,Ugwxo2ZO7Q7-PFvQjWl4AaABAg.8vTo0PkUGG08vUAsfNYufe,I didnt find ur fault. The subject is so interesting. So need more concentration for the viewers. Love ur content 😍,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,21,115,4.523809523809524,0,1,,,,😍,0.33333333333333337,0.4833333333333333,positive
71,An Ban,UgwvmpeBnpIjWgJIZ8l4AaABAg,Any new youtuber?? Want to help me so that I can help you,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,57,3.4615384615384617,0,1,,,,,0.13636363636363635,0.45454545454545453,positive
74,raldine yells,UgxS0z6DIFFJu3IrLPh4AaABAg,"Hey guys, let's grow together. Swap subs, just comment done and I'll do the same quickly.",1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,16,89,4.625,0,0,,,,,0.16666666666666666,0.3125,positive
81,Techno World,UgwzQd6e-vI-ViR8PDZ4AaABAg,"New youtubers , we can make group and complete our 1k sub target",1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,64,4.0,0,0,,,,,0.11818181818181818,0.42727272727272725,positive
83,computer master,UgwU_HfRebp_WdijcO14AaABAg,@UC_qJsMyFFxiR-T3GCAOixXA bhi loag app mera chanal subscribe kar do mai app ke chanal subscribe kar duga,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,16,104,5.5625,0,0,,,,,0.0,0.0,neutral
97,Mindex18,UgyqR6uDVDsgpl_JlG54AaABAg,Please 1000suscribe and 4000h views ka Liya plese Mari help Kara.... 😢😢😢😢😢please,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,80,5.75,0,0,,,,😢😢😢😢😢,0.0,0.0,neutral
101,Saurabh Azad The Dancer,Ugz4OpoqoF0IjUZgot14AaABAg,Please help me guy's.. please like my videos and subscribe my channel...,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,72,5.083333333333333,0,0,,,,,0.0,0.0,neutral
108,Sabi Messi Freestyler,UgyKPHzy738ng1vVCWV4AaABAg,Some one see my channel you like it so subscribe it,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,51,3.727272727272727,0,0,,,,,0.0,0.0,neutral
110,Sabi Messi Freestyler,UgyKPHzy738ng1vVCWV4AaABAg.8vT8fUrYfzn8vU7NrXgfy4,@Fiducia Media bro koi bhi subscribe ka notification nahi aaya bro,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,66,5.090909090909091,0,0,,,,,0.0,0.0,neutral
112,Sabi Messi Freestyler,UgyKPHzy738ng1vVCWV4AaABAg.8vT8fUrYfzn8vVxpn4is67,@FunGirl SAKSHI TRIPATHI their is no subscriber that are 63 my is only 62 you check again,18 hours ago,getting_more_views_on_youtube,GSFRXFI0pKc,17,89,4.294117647058823,2,2,,,,,0.0,1.0,neutral
121,DIPIKA podder,UgxZz1dlOYnb68Xln894AaABAg,"Abe First min tu bakbas or ""ek bat hazar bar kor raha he",1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,56,3.3846153846153846,0,0,,,,,0.25,0.3333333333333333,positive
123,visit nepal love nepal,Ugx6chjfrlqOfO3N7QN4AaABAg,god promise suscirbe be click bell icon i will do same no cheating...,1 day ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,69,4.384615384615385,0,0,,,,,0.0,0.125,neutral
128,Jayprakash You tube news,Ugy-rfPK6DMOpQE4rg94AaABAg,मेरे चैनल में जाओ...... में सब को बताना चाहता हूं कि यूं ट्यूब में सब्सक्राइब कैसे बढ़ाएं 1000 तो चलते है मेरे चैनल को लाइक करें सब्सक्राइब करें...... ताकि में अगला विडियो लाऊ कैसे एक ही गूगल अकाउंट में 1000 या 2000 खाता बाना सके मेरा नया चैनल है तो 100 लाइक होने पर में आपको बताऊंगा कैसे बनाया जाता है,2 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,61,302,3.9672131147540983,4,0,,,,,0.0,0.0,neutral
137,ESHAAL Kid's Show,Ugz1i7oIu19CJCgxvKx4AaABAg.8vRZlvIfNZK8vW3VKAUutk,@FunGirl SAKSHI TRIPATHI ap ka koi notification nhi mila muje sub ka ayway i sub u... Done,17 hours ago,getting_more_views_on_youtube,GSFRXFI0pKc,17,90,4.352941176470588,0,2,,,,,0.0,0.0,neutral
140,Cartoons For KidS,Ugyzdez6dFHQDMRVV494AaABAg,1. Sub me 2 comment done 3 I will do same immediately,2 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,53,3.5,2,1,,,,,0.0,0.125,neutral
142,Mahiz World,UgyUS4j75m35Xzuo_Jt4AaABAg,Such a g help full u are i will always connected ..🤝👍🔔,2 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,54,3.5833333333333335,0,0,,,,🤝👍🔔,0.175,0.525,positive
144,Mahiz World,UgyUS4j75m35Xzuo_Jt4AaABAg.8vRQ9zp_DCB8vVstlaQjlP,@FunGirl SAKSHI TRIPATHI main aap ko sub kar chuki hoon dear ....trust me ...😭😭😭,19 hours ago,getting_more_views_on_youtube,GSFRXFI0pKc,14,80,4.785714285714286,0,2,,,,😭😭😭,0.16666666666666666,0.3333333333333333,positive
145,Mahiz World,UgzUYihL6rTUWHn0ta94AaABAg,Such mei ache tips diye hain.....main ne puri video dekhi...pls or ache wale tips dijiye....stay connected pls,2 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,17,110,5.529411764705882,0,0,,,,,0.0,0.5,neutral
146,0Level Gameplay,Ugz_WFlr6hNaIxzqzcB4AaABAg,Nice video. Pura detail me samajha diya bhai aapane. Thank You.,2 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,63,4.818181818181818,0,0,,,,,0.6,1.0,positive
156,tik tok,UgyfVHisvVLBmD7mnJZ4AaABAg,Sub me i will sub u back 😊 it's my promise.I am fast,2 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,52,3.076923076923077,0,0,,,,😊,0.1,0.3,positive
169,NEELDA'S FAN,Ugw3Hoy0R-VOYIoRZEZ4AaABAg,Dost mera bohot bara sapna hain youtuber ban na ..pls mera channel ka description do pls apne video pe .Tumhara har ek video main dekhta hunt aur share video karta hu🤲🤲,2 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,31,168,4.451612903225806,0,0,,,,🤲🤲,0.16666666666666666,0.3333333333333333,positive
190,Arham Kamil,UgzcXOFMKr31xjr9qDJ4AaABAg,"Subscribe to my channel and comment ""done"" and I will sub back",3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,62,4.25,0,1,,,,,0.0,0.0,neutral
194,thadoi a,UgxHaNmiN_2LlrIUNqB4AaABAg,If u guys one a sub 4rm me comment here !! I'm here to help u guys to grow Ur channel! Let's sub each other .😎 loyalty 💯,3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,28,120,3.3214285714285716,0,0,,,,😎💯,-0.125,0.375,negative
196,thadoi a,UgxHaNmiN_2LlrIUNqB4AaABAg.8vPeDvgsvI88vQn2UH1XGL,"Ok, I did yours too .. may ur channel grow fast as possible too",2 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,14,63,3.5714285714285716,0,1,,,,,0.2333333333333333,0.7000000000000001,positive
201,Drew Malpas Official,UgyvHZBoSUvHrl6SCDJ4AaABAg,"Who like my post, I’ll hug yout channel, Also do the same thing. Let’s Grow together ✅✅✅",3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,17,88,4.235294117647059,0,0,,,,✅✅✅,0.0,0.125,neutral
203,Drew Malpas Official,UgyvHZBoSUvHrl6SCDJ4AaABAg.8vPKD8rjZPP8vPNKw5a_g6,Sakshi and Jigyasa Farce I send you a gift already. Thankyou 💯,3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,62,4.25,0,1,,,,💯,-0.4,0.5,negative
206,Backchodiya He Yeha,UgyLlPYZtbwz1eJUWyx4AaABAg,To hello guys ap mujhe sbuscribe karo me apko karunga aur sari vedio ko v like kaeunga,3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,17,86,4.117647058823529,0,0,,,,,0.0,0.0,neutral
220,Mr Review,UgwDGVOPCScWTLaUnjZ4AaABAg,All about tech hindi is my inspiration....from his tips i started my YouTube channel. You are welcome to check my channel,3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,21,121,4.809523809523809,0,0,,,,,0.8,0.9,positive
225,Just Do it,UgyI50N8cME_wo_-Vll4AaABAg,I am going to subscribe you back as soon u done the same with me. Lets grow together and help each other.,3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,22,105,3.8181818181818183,0,1,,,,,-0.041666666666666664,0.16666666666666666,negative
231,JT Team,UgySV4gIYWJXLsaO6j94AaABAg,Im fast let's swap sub and be loyal👌just comment done 💓,3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,55,4.090909090909091,0,0,,,,👌💓,0.2,0.6,positive
232,coocoo bird,UgySV4gIYWJXLsaO6j94AaABAg.8vOM2Qe02178vOkrUnSuJu,Done I will wait but you do not sub I do not sub,3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,48,2.769230769230769,0,2,,,,,0.0,0.0,neutral
235,bibek saha,UgxvDP-dSRUyRA_l8VB4AaABAg,Video k starting me to photo he wo kaise lagate hai please bol do,3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,14,65,3.7142857142857144,0,0,,,,,0.0,0.1,neutral
250,Entertainment With RJ,UgzT8cwRrfyhISuX7vN4AaABAg,मुझे भी कोई Suport/subscribe कर दो। मै भी अच्छी वीडियो बनाता हूं देखिए।😍😍🙏🙏,3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,75,4.846153846153846,0,0,,,,😍😍🙏🙏,0.0,0.0,neutral
254,Only Laugh,UgzMZAnj-4ACz8W89ip4AaABAg,1 Subscribe = 3 subscribe... Do fast 100% I'll do subscribe,4 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,59,4.454545454545454,2,0,,,,,0.2,0.6,positive
260,Roy Gool,UgzAf5Ptby9LXV_DqWd4AaABAg,Lets all help each other grow our channel ! Lets do it :) S for S,4 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,16,65,3.125,0,2,,,,,0.171875,0.6875,positive
262,Roy Gool,UgzAf5Ptby9LXV_DqWd4AaABAg.8vMvMGDeKme8vPYtpZUMmw,Sakshi and Jigyasa Farce Thank you ! I got you also :),3 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,54,3.5833333333333335,0,1,,,,,0.0,0.75,neutral
265,Rush Xperts,Ugw-Bde0l7FT_OEoSQ94AaABAg,Vid starts at 3:00 sec thank me by subing to my channel😍😍,4 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,57,3.8333333333333335,0,0,3:00,,,😍😍,-0.1,0.6,negative
269,Akash T K F,UgwVvq0OTKzKBF4lMxB4AaABAg,Mera fb disable ho gaya open nhi ho raha please help,4 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,52,3.8181818181818183,0,0,,,,,0.0,0.5,neutral
273,ELECTROTECH,UgxP_Ac8jIYGiX2mth54AaABAg,"Give me 1 subscription....than i will do the same....im very fast,,",4 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,67,5.181818181818182,1,0,,,,,0.26,0.78,positive
276,IT'S POSSIBLE,UgyVbtzjbr7FxjyS9bp4AaABAg,Hi guys want app and game mods like pubg and free fire and garden escapes. i will upload first mod video on channel after 10 subs.stay tuned 1 like =enjoyment pls,4 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,31,162,4.258064516129032,2,0,,,,,0.1125,0.4833333333333334,positive
284,fawaz vlogs,UgxDeJ99hcCq3bdMDgZ4AaABAg,Unlisted hi pr rakhna hai bhai ya last me public kr dena hai,4 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,60,3.6923076923076925,0,0,,,,,0.0,0.06666666666666667,neutral
289,Gamers Hub,UgwLTDPDaUn4i6tzC3d4AaABAg,1 sub = 5 sub Any small youtuber help each other,5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,48,3.4545454545454546,2,0,,,,,-0.1875,0.3875,negative
294,MJ MUSIC,Ugz90uc-zS45veC-8n94AaABAg,vedeo kaafi acchi lagi ....now plz do subscribe my chennal friends....more dj songs daily updates....,5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,15,101,5.8,0,0,,,,,0.0,0.0,neutral
296,Happiness Matters,UgxHArt51GxMLi4Lkth4AaABAg,Any small youtubers here?? If yes let's take a vow to help each other grow 🤗,5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,16,76,3.8125,0,0,,,,🤗,-0.1875,0.3875,negative
298,Hamza Ali,Ugww3jqDggA9TMEtnrF4AaABAg,Good broo many bi ampna chanal banya hy abii new or na singing karta hu or is edi py many apna song rilese karna hy many zada sy zada viw lany hy halp me plzz broo,5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,36,163,3.5555555555555554,0,0,,,,,0.4672727272727273,0.510909090909091,positive
301,"fun,fittness &lifestyle7",UgyVJ41zU5U_w1gQWAx4AaABAg,Plz ap sab sa request h mara channel subscribe karaain . Ma ap ka krn ga channel subscribe,5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,18,90,4.055555555555555,0,0,,,,,0.0,0.0,neutral
317,Rishikesh Rider,UgxxBH0HY_U4MT5c_O94AaABAg,Koi please mere YouTube channel ko subscriber kar do me bhi Karoonga sach mein so please 🙏🙏,5 days ago (edited),getting_more_views_on_youtube,GSFRXFI0pKc,17,91,4.411764705882353,0,0,,,,🙏🙏,-0.5,0.5,negative
321,Hasnain Rizvi,UgxLK-kNW0bea5hVrIl4AaABAg,bhai mera channel pe 20- 25 view isse zada badta hi nahi kuch tip,5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,14,65,3.7142857142857144,1,0,,,,,0.0,0.0,neutral
326,STUDIO 1902,UgyProebSfQFCqZl6-d4AaABAg,Sir abvi toh utube ka policy changes hua hay toh video Kay unlisted mode select kar ka upload kar sakta hu ? 4k hours ka watch time count Hoga agr unlisted mode pa koi video upload Kiya toh??,5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,38,191,4.052631578947368,0,0,,,,,0.0,0.0,neutral
327,Easy Drawing,Ugyk8xC2WoW8Y-lSz4B4AaABAg,"1 👍 = 2 Subscribers Let us try, Pehle istemaal kare phir viswaas kare😄😂",5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,14,71,4.142857142857143,2,0,,,,👍😄😂,0.0,0.0,neutral
330,AndDowzs,UgySta6jGA3gBLDyW4B4AaABAg,"Sub me bros!!!! I will make my Subscribers,happy. ;) by showing stickman Animations.....",5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,88,5.846153846153846,0,1,,,,,0.25,1.0,positive
333,ultimate Priyam,UgxIqug2iXbvcwBzdTZ4AaABAg,"bhai a banda jo bhi bol raha hai wo jhut bol raha hai,esa karne se kuch nehi hoga,itna asanise ho jata to koibhi yoitube channel khol lete,mehnat karne se safalta milti hai",5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,32,172,4.40625,0,0,,,,,0.0,0.0,neutral
337,TG TECHNO GAMING TRICKS,UgyuYP9reKr6ZdkQnX94AaABAg,All about tech hindi. Bhai mujhe aspka video accha laga per aapne ek bahut badi galti kardi copying the title and pasting in videos you will get copyright strike.,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,29,162,4.620689655172414,0,0,,,,,0.0,0.0,neutral
339,Marcos Carson,UgzEmUNIs-S52l_9O6l4AaABAg,hi has anyone tried the website instantviews? I heard good things about them but have not ordered yet,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,18,101,4.666666666666667,0,1,,,,,0.7,0.6000000000000001,positive
341,Roninkill 01,Ugwa7DIFfv0yMPpWC694AaABAg,Sub to me and i will sub back just reply done,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,45,3.1818181818181817,0,0,,,,,0.0,0.0,neutral
342,,UgzVCoeOcADFmFfpu9N4AaABAg,sub to my channel just comment sub done👌i will sub back thanks😉,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,63,4.333333333333333,0,0,,,,👌😉,0.0,0.0,neutral
344,Reese Fench,UgwIqhX2Aaz0dkUZUyV4AaABAg,I will sub u all guys just comment me your channels name if u want u can sub me too but i dont force u Peace <3,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,27,111,3.1481481481481484,0,1,,,,,1.0,1.0,positive
352,Knowledge Of The World,UgxCwn1SXJVwbVWwyUx4AaABAg,I'm subscribing anyone.just subscribe my changel.once I wI'll receive your notification Then I will subscribe you soo fast...,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,18,125,6.0,0,2,,,,,0.2,0.6,positive
353,technology top 2 u,Ugx5YL4kNAGubkxlWYR4AaABAg,App mer bhi help karo 1 million subscriber ma plese plese plese😓😓😟😢,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,67,4.666666666666667,1,0,,,,😓😓😟😢,0.0,0.0,neutral
355,Shane Bartolome,UgwsKC5Wd0i0MIZGBAd4AaABAg,"Subs to subs just comment done if you are done to,subscribe and ill do same😊",6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,15,76,4.133333333333334,0,0,,,,😊,-0.5,1.0,negative
358,Technical mitra,UgzbRFK0WEtBPH6_ykx4AaABAg,Wow ketna achhe video hey bhaiya ji Muje ea video chaeyethha thank u .....m,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,14,75,4.428571428571429,0,0,,,,,0.1,1.0,positive
361,Sai Simple Info,UgwjpwerjGiToBWFeqx4AaABAg,"Hi any new youtubers who wants to support each other by subscribe and I will subscribe back, Pls do subscribe 🙏 Type 1-if u subscribe",6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,25,133,4.36,0,1,,,,🙏,0.05284090909090909,0.23238636363636364,positive
386,COOKS AND LOOKS,Ugx0r0FzLqK6gtIUdjF4AaABAg,Hi guys i m new in YouTube world so lets support each other,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,59,3.6153846153846154,0,0,,,,,0.005681818181818177,0.4147727272727273,positive
393,BikeLife Dk,Ugzlxa5oPHsl-ZBO9Rh4AaABAg,Please subscribe 2 my Channel and Like this comment and ill sub back 2 you!🙏🏽❤️,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,15,79,4.333333333333333,2,0,,,,🙏❤,-0.25,0.5,negative
396,AM CODE,UgzWQJADB_DcPJvqUPJ4AaABAg,To gain 1 subscribe Subscribe to AM CODE and give me an reply,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,61,3.769230769230769,1,2,,,,,0.0,0.0,neutral
406,DARK SIDE,Ugym1dyyKaraAVzwZDF4AaABAg,1 like = 3 subscriber + 5 views let's grow togather united we stand divided we fall,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,17,83,3.9411764705882355,3,0,,,,,0.0,0.0,neutral
410,Arief hidayat abray,UgyPbFiuaZujYm6J9RB4AaABAg,please support my youtube channel friend I will support 100% again 😑😓😢,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,70,4.916666666666667,0,1,,,,😑😓😢,0.0,0.0,neutral
417,VyNZ VyNZ,Ugzt2a332z2luZSDAGx4AaABAg,please mere channel pe bhi views or like subscribe kardo please,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,63,4.818181818181818,0,0,,,,,-0.5,0.5,negative
422,sunrise nepal,UgxE1trOfwc_JcRn0wJ4AaABAg,I am subbing back who sub my channel once check me! !!!!,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,56,3.75,0,1,,,,,0.0,0.0,neutral
423,MAN NA MAN ME TERA MAHAMAN,UgxipLzki9u--nHfb9d4AaABAg,Chalo bre eak sat 1like = 2 subscriber So lets grow together,1 week ago (edited),getting_more_views_on_youtube,GSFRXFI0pKc,12,60,4.083333333333333,1,0,,,,,0.0,0.0,neutral
425,MAN NA MAN ME TERA MAHAMAN,UgxipLzki9u--nHfb9d4AaABAg.8vDl7TeJ2jl8vG2KgZjBHZ,Ok bhai jo muja kre ga muja bas bol do me sab ko sub kar dunga,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,16,62,2.9375,0,0,,,,,0.5,0.5,positive
426,Shreya Ghosh Dance,UgxipLzki9u--nHfb9d4AaABAg.8vDl7TeJ2jl8vGC8cPv5Yx,@MAN NA MAN ME TERA MAHAMAN sub done... #23... Plz sub back,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,59,4.0,0,6,,,#23,,0.0,0.0,neutral
427,Shreya Ghosh Dance,UgxipLzki9u--nHfb9d4AaABAg.8vDl7TeJ2jl8vINEDi0KTz,@MAN NA MAN ME TERA MAHAMAN Maine sub kar diyi... Abb plz mera bhi sub karo...,6 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,16,78,3.9375,0,6,,,,,0.0,0.0,neutral
430,Shreya Ghosh Dance,UgxipLzki9u--nHfb9d4AaABAg.8vDl7TeJ2jl8vIhkB8TP5P,@MAN NA MAN ME TERA MAHAMAN thanks.... Stay connected... Be permanent,5 days ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,69,5.363636363636363,0,6,,,,,0.2,0.2,positive
433,R.K GUPTA JEE,UgxVxK8AmpqgHeQl61l4AaABAg,Aap sab mere chainal ko subscribe kijiye aur main aapke chainal ko subscribe kar unga,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,15,85,4.733333333333333,0,0,,,,,-0.16666666666666669,0.41666666666666663,negative
434,sourav kumar bollywood damaka,Ugy1YD7aQsXyy1FqVx14AaABAg,Jo bhi mere channel ko subscribe karega me bhi uske channel ko subscribe karuga jaldi se kare mera subscribe hote hi ham sab ko subscribe kar dege promise hai sabhi se,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,31,167,4.419354838709677,0,0,,,,,-0.5,0.5,negative
438,Satya Lifestyle,Ugz5R0zG1gw90VHYdu54AaABAg.8vDY7dFe8Pv8vDdacNNek5,@ItsRona Suzanne mere Subscribe to badge NHI agr Subscribe Kia to 🤔,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,12,67,4.666666666666667,0,1,,,,🤔,-0.5,0.5,negative
441,Nature Arks,Ugzfq0z-ystnn-XEvqh4AaABAg,2019 Small channel want to grow 1s❤️ = 3s❤️ & done?,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,51,3.727272727272727,1,0,,,,❤❤,-0.25,0.4,negative
449,Crazy Boy,UgzKx97CXV6JPyBvJSN4AaABAg,"Bro thumbnails par bhi video banao na i mean.. Thumbnails mein text kis font ka rakhe,photo kaisi daale...",1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,18,106,4.944444444444445,0,0,,,,,-0.3125,0.6875,negative
451,Roshan Bangare,UgywpqEbMgTBt8D-EeB4AaABAg,Agar mere video like karege to me apke sabhi videos like karuga oar,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,13,67,4.230769230769231,0,0,,,,,-0.5,0.5,negative
452,GP COVERS,UgzEdcOZDsTEutXx64t4AaABAg,Let Us Help Each Other Grow Guys . Spread the Vibes . 1 like = 1 Sub,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,17,68,3.0588235294117645,2,0,,,,,-0.125,0.375,negative
453,GP COVERS,UgxsIPp35b66wxLeR-F4AaABAg,Anyone Who would like this comment . Will get 1 sub,1 week ago,getting_more_views_on_youtube,GSFRXFI0pKc,11,51,3.727272727272727,1,0,,,,,0.0,0.0,neutral
